job.id,submitted,started,done,error,mem.used,batch.id,log.file,job.hash,job.name,repl,time.queued,time.running,problem,algorithm,tags
1,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:42.811100Z,2026-02-24T03:24:55.116Z,,,7290254_1,joba4f8680970e75d50f4704f845baf620d.log_1,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,1,41.2750000953674,72.304899930954,ec3770ae7f439181,run_learner,
2,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:41.210900Z,2026-02-24T03:24:58.587600Z,,,7290254_2,joba4f8680970e75d50f4704f845baf620d.log_2,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,2,39.674800157547,77.376699924469,ec3770ae7f439181,run_learner,
3,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:41.125500Z,2026-02-24T03:25:34.762600Z,,,7290254_3,joba4f8680970e75d50f4704f845baf620d.log_3,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,3,39.5894000530243,113.637099981308,ec3770ae7f439181,run_learner,
4,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:42.868900Z,2026-02-24T03:24:41.581300Z,,,7290254_4,joba4f8680970e75d50f4704f845baf620d.log_4,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,4,41.3328001499176,58.7123999595642,ec3770ae7f439181,run_learner,
5,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:41.237300Z,2026-02-24T03:24:46.515500Z,,,7290254_5,joba4f8680970e75d50f4704f845baf620d.log_5,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,5,39.7012000083923,65.2782001495361,ec3770ae7f439181,run_learner,
6,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:41.238600Z,2026-02-24T03:26:31.570800Z,,,7290254_6,joba4f8680970e75d50f4704f845baf620d.log_6,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,6,39.7025001049042,170.332200050354,ec3770ae7f439181,run_learner,
7,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:45.238800Z,2026-02-24T03:25:33.192300Z,,,7290254_7,joba4f8680970e75d50f4704f845baf620d.log_7,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,7,43.702700138092,107.953500032425,ec3770ae7f439181,run_learner,
8,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:43.064100Z,2026-02-24T03:25:39.641200Z,,,7290254_8,joba4f8680970e75d50f4704f845baf620d.log_8,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,8,41.5280001163483,116.577100038528,ec3770ae7f439181,run_learner,
9,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:41.238400Z,2026-02-24T03:26:25.712700Z,,,7290254_9,joba4f8680970e75d50f4704f845baf620d.log_9,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,9,39.7023000717163,164.474299907684,ec3770ae7f439181,run_learner,
10,2026-02-24T03:23:01.536100Z,2026-02-24T03:23:42.992500Z,2026-02-24T03:24:28.839400Z,,,7290254_10,joba4f8680970e75d50f4704f845baf620d.log_10,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,10,41.4564001560211,45.8468999862671,ec3770ae7f439181,run_learner,
11,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:43.615500Z,2026-02-24T03:27:59.326Z,,,7290254_11,joba4f8680970e75d50f4704f845baf620d.log_11,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,11,222.079400062561,75.7105000019074,ec3770ae7f439181,run_learner,
12,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:45.643800Z,2026-02-24T03:28:29.041Z,,,7290254_12,joba4f8680970e75d50f4704f845baf620d.log_12,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,12,224.107700109482,103.397199869156,ec3770ae7f439181,run_learner,
13,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:45.600200Z,2026-02-24T03:27:55.699600Z,,,7290254_13,joba4f8680970e75d50f4704f845baf620d.log_13,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,13,224.064100027084,70.0994000434876,ec3770ae7f439181,run_learner,
14,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:47.727900Z,2026-02-24T03:28:19.356Z,,,7290254_14,joba4f8680970e75d50f4704f845baf620d.log_14,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,14,226.191800117493,91.6280999183655,ec3770ae7f439181,run_learner,
15,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:43.563100Z,2026-02-24T03:28:19.859300Z,,,7290254_15,joba4f8680970e75d50f4704f845baf620d.log_15,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,15,222.027000188828,96.296199798584,ec3770ae7f439181,run_learner,
16,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:43.846900Z,2026-02-24T03:27:45.376100Z,,,7290254_16,joba4f8680970e75d50f4704f845baf620d.log_16,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,16,222.310800075531,61.5292000770569,ec3770ae7f439181,run_learner,
17,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:43.778600Z,2026-02-24T03:28:05.555300Z,,,7290254_17,joba4f8680970e75d50f4704f845baf620d.log_17,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,17,222.242500066757,81.7767000198364,ec3770ae7f439181,run_learner,
18,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:47.591900Z,2026-02-24T03:28:32.860900Z,,,7290254_18,joba4f8680970e75d50f4704f845baf620d.log_18,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,18,226.055800199509,105.268999814987,ec3770ae7f439181,run_learner,
19,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:45.830600Z,2026-02-24T03:27:44.374200Z,,,7290254_19,joba4f8680970e75d50f4704f845baf620d.log_19,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,19,224.294500112534,58.5436000823975,ec3770ae7f439181,run_learner,
20,2026-02-24T03:23:01.536100Z,2026-02-24T03:26:43.788100Z,2026-02-24T03:28:03.015400Z,,,7290254_20,joba4f8680970e75d50f4704f845baf620d.log_20,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,20,222.25200009346,79.2272999286652,ec3770ae7f439181,run_learner,
21,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:47.472800Z,2026-02-24T03:31:35.581400Z,,,7290254_21,joba4f8680970e75d50f4704f845baf620d.log_21,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,21,405.936700105667,108.108599901199,ec3770ae7f439181,run_learner,
22,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:56.325400Z,2026-02-24T03:31:21.643800Z,,,7290254_22,joba4f8680970e75d50f4704f845baf620d.log_22,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,22,414.789300203323,85.3183999061585,ec3770ae7f439181,run_learner,
23,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:54.298200Z,2026-02-24T03:31:13.329300Z,,,7290254_23,joba4f8680970e75d50f4704f845baf620d.log_23,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,23,412.762099981308,79.0311000347138,ec3770ae7f439181,run_learner,
24,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:52.385400Z,2026-02-24T03:32:05.134Z,,,7290254_24,joba4f8680970e75d50f4704f845baf620d.log_24,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,24,410.849300146103,132.748600006104,ec3770ae7f439181,run_learner,
25,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:48.304700Z,2026-02-24T03:31:38.175400Z,,,7290254_25,joba4f8680970e75d50f4704f845baf620d.log_25,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,25,406.76859998703,109.870700120926,ec3770ae7f439181,run_learner,
26,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:46.670900Z,2026-02-24T03:31:20.980600Z,,,7290254_26,joba4f8680970e75d50f4704f845baf620d.log_26,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,26,405.134800195694,94.309700012207,ec3770ae7f439181,run_learner,
27,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:50.365700Z,2026-02-24T03:32:05.524700Z,,,7290254_27,joba4f8680970e75d50f4704f845baf620d.log_27,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,27,408.829600095749,135.158999919891,ec3770ae7f439181,run_learner,
28,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:46.323400Z,2026-02-24T03:30:53.647Z,,,7290254_28,joba4f8680970e75d50f4704f845baf620d.log_28,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,28,404.787300109863,67.3236000537872,ec3770ae7f439181,run_learner,
29,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:46.286100Z,2026-02-24T03:31:09.522100Z,,,7290254_29,joba4f8680970e75d50f4704f845baf620d.log_29,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,29,404.75,83.2360000610352,ec3770ae7f439181,run_learner,
30,2026-02-24T03:23:01.536100Z,2026-02-24T03:29:46.206800Z,2026-02-24T03:31:20.988900Z,,,7290254_30,joba4f8680970e75d50f4704f845baf620d.log_30,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,30,404.670700073242,94.7820999622345,ec3770ae7f439181,run_learner,
31,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:53.912400Z,2026-02-24T03:33:56.998400Z,,,7290254_31,joba4f8680970e75d50f4704f845baf620d.log_31,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,31,592.376300096512,63.0859999656677,ec3770ae7f439181,run_learner,
32,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:50.870300Z,2026-02-24T03:34:24.740Z,,,7290254_32,joba4f8680970e75d50f4704f845baf620d.log_32,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,32,589.334200143814,93.8696999549866,ec3770ae7f439181,run_learner,
33,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:56.948200Z,2026-02-24T03:34:46.973800Z,,,7290254_33,joba4f8680970e75d50f4704f845baf620d.log_33,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,33,595.412100076675,110.025599956512,ec3770ae7f439181,run_learner,
34,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:53.879600Z,2026-02-24T03:34:12.394400Z,,,7290254_34,joba4f8680970e75d50f4704f845baf620d.log_34,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,34,592.343500137329,78.5147998332977,ec3770ae7f439181,run_learner,
35,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:49.829600Z,2026-02-24T03:35:00.002900Z,,,7290254_35,joba4f8680970e75d50f4704f845baf620d.log_35,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,35,588.293500185013,130.173299789429,ec3770ae7f439181,run_learner,
36,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:54.960600Z,2026-02-24T03:35:19.345700Z,,,7290254_36,joba4f8680970e75d50f4704f845baf620d.log_36,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,36,593.424499988556,144.385100126266,ec3770ae7f439181,run_learner,
37,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:53.959600Z,2026-02-24T03:35:01.125300Z,,,7290254_37,joba4f8680970e75d50f4704f845baf620d.log_37,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,37,592.423500061035,127.165699958801,ec3770ae7f439181,run_learner,
38,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:48.880200Z,2026-02-24T03:34:48.225500Z,,,7290254_38,joba4f8680970e75d50f4704f845baf620d.log_38,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,38,587.344099998474,119.345300197601,ec3770ae7f439181,run_learner,
39,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:50.880700Z,2026-02-24T03:34:44.128100Z,,,7290254_39,joba4f8680970e75d50f4704f845baf620d.log_39,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,39,589.344600200653,113.247399806976,ec3770ae7f439181,run_learner,
40,2026-02-24T03:23:01.536100Z,2026-02-24T03:32:48.882900Z,2026-02-24T03:33:46.571200Z,,,7290254_40,joba4f8680970e75d50f4704f845baf620d.log_40,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,40,587.346800088883,57.6882998943329,ec3770ae7f439181,run_learner,
41,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.719100Z,2026-02-24T03:36:33.609500Z,,,7290254_41,joba4f8680970e75d50f4704f845baf620d.log_41,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,41,720.183000087738,91.8903999328613,ec3770ae7f439181,run_learner,
42,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.729900Z,2026-02-24T03:37:01.709500Z,,,7290254_42,joba4f8680970e75d50f4704f845baf620d.log_42,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,42,722.193799972534,117.979600191116,ec3770ae7f439181,run_learner,
43,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:11.862600Z,2026-02-24T03:36:27.077800Z,,,7290254_43,joba4f8680970e75d50f4704f845baf620d.log_43,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,43,730.326500177383,75.2151999473572,ec3770ae7f439181,run_learner,
44,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:07.742900Z,2026-02-24T03:36:48.855300Z,,,7290254_44,joba4f8680970e75d50f4704f845baf620d.log_44,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,44,726.206799983978,101.112400054932,ec3770ae7f439181,run_learner,
45,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.810Z,2026-02-24T03:37:03.016100Z,,,7290254_45,joba4f8680970e75d50f4704f845baf620d.log_45,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,45,722.273900032044,119.20609998703,ec3770ae7f439181,run_learner,
46,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:05.800500Z,2026-02-24T03:36:27.750200Z,,,7290254_46,joba4f8680970e75d50f4704f845baf620d.log_46,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,46,724.264400005341,81.9497001171112,ec3770ae7f439181,run_learner,
47,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:01.782500Z,2026-02-24T03:36:39.054500Z,,,7290254_47,joba4f8680970e75d50f4704f845baf620d.log_47,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,47,720.246400117874,97.2720000743866,ec3770ae7f439181,run_learner,
48,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.720900Z,2026-02-24T03:36:50.387400Z,,,7290254_48,joba4f8680970e75d50f4704f845baf620d.log_48,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,48,722.18480014801,106.666499853134,ec3770ae7f439181,run_learner,
49,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.353100Z,2026-02-24T03:36:39.225800Z,,,7290254_49,joba4f8680970e75d50f4704f845baf620d.log_49,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,49,720.817000150681,96.8726999759674,ec3770ae7f439181,run_learner,
50,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.836400Z,2026-02-24T03:36:52.803500Z,,,7290254_50,joba4f8680970e75d50f4704f845baf620d.log_50,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,50,722.300300121307,108.967099905014,ec3770ae7f439181,run_learner,
51,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.723700Z,2026-02-24T03:36:42.954100Z,,,7290254_51,joba4f8680970e75d50f4704f845baf620d.log_51,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,51,722.187600135803,99.2303998470307,ec3770ae7f439181,run_learner,
52,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:09.714800Z,2026-02-24T03:36:32.956400Z,,,7290254_52,joba4f8680970e75d50f4704f845baf620d.log_52,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,52,728.178699970245,83.2416000366211,ec3770ae7f439181,run_learner,
53,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:11.759900Z,2026-02-24T03:36:51.260800Z,,,7290254_53,joba4f8680970e75d50f4704f845baf620d.log_53,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,53,730.223800182343,99.5008997917175,ec3770ae7f439181,run_learner,
54,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:09.870400Z,2026-02-24T03:36:56.025700Z,,,7290254_54,joba4f8680970e75d50f4704f845baf620d.log_54,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,54,728.334300041199,106.155300140381,ec3770ae7f439181,run_learner,
55,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:02.125400Z,2026-02-24T03:38:10.720500Z,,,7290254_55,joba4f8680970e75d50f4704f845baf620d.log_55,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,55,720.58930015564,188.595099925995,ec3770ae7f439181,run_learner,
56,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:14.259300Z,2026-02-24T03:38:18.302600Z,,,7290254_56,joba4f8680970e75d50f4704f845baf620d.log_56,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,56,732.723200082779,184.043299913406,ec3770ae7f439181,run_learner,
57,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:07.984200Z,2026-02-24T03:38:45.593200Z,,,7290254_57,joba4f8680970e75d50f4704f845baf620d.log_57,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,57,726.448100090027,217.608999967575,ec3770ae7f439181,run_learner,
58,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:05.926800Z,2026-02-24T03:37:54.974500Z,,,7290254_58,joba4f8680970e75d50f4704f845baf620d.log_58,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,58,724.390700101852,169.047699928284,ec3770ae7f439181,run_learner,
59,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:12.187400Z,2026-02-24T03:38:05.877200Z,,,7290254_59,joba4f8680970e75d50f4704f845baf620d.log_59,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,59,730.651300191879,173.689799785614,ec3770ae7f439181,run_learner,
60,2026-02-24T03:23:01.536100Z,2026-02-24T03:35:03.901600Z,2026-02-24T03:38:38.811700Z,,,7290254_60,joba4f8680970e75d50f4704f845baf620d.log_60,joba4f8680970e75d50f4704f845baf620d,01ab2d16-7901-48bb-bf49-080853d55947,60,722.365499973297,214.910100221634,ec3770ae7f439181,run_learner,
