task_id,algorithm,fold,classif.auc,classif.ce
MNIST,nearest_neighbors,7,,0.0441554729922835
MNIST,nearest_neighbors,8,,0.0495855958845384
MNIST,nearest_neighbors,9,,0.0491850157277667
MNIST,nearest_neighbors,10,,0.045337528604119
MNIST_EMNIST,nearest_neighbors,1,,0.0451267404498393
MNIST_EMNIST,nearest_neighbors,2,,0.0463439017423593
MNIST_EMNIST,nearest_neighbors,3,,0.0472007997714939
MNIST_EMNIST,nearest_neighbors,4,,0.0483536890222127
MNIST_EMNIST,nearest_neighbors,5,,0.0489285714285714
MNIST_EMNIST,nearest_neighbors,6,,0.0462175869704979
MNIST_EMNIST,nearest_neighbors,7,,0.0467209601371625
MNIST_EMNIST,nearest_neighbors,8,,0.0459384153747232
MNIST_EMNIST,nearest_neighbors,9,,0.045298656759074
MNIST_EMNIST,nearest_neighbors,10,,0.0435124321234639
MNIST_EMNIST_rot,nearest_neighbors,1,,0.0402713316672617
MNIST_EMNIST_rot,nearest_neighbors,2,,0.0419880034275921
MNIST_EMNIST_rot,nearest_neighbors,3,,0.0412739217366467
MNIST_EMNIST_rot,nearest_neighbors,4,,0.0400685665309621
MNIST_EMNIST_rot,nearest_neighbors,5,,0.0415
MNIST_EMNIST_rot,nearest_neighbors,6,,0.0417172655189656
MNIST_EMNIST_rot,nearest_neighbors,7,,0.040791541648807
MNIST_EMNIST_rot,nearest_neighbors,8,,0.0415088947631635
MNIST_EMNIST_rot,nearest_neighbors,9,,0.0410117176336096
MNIST_EMNIST_rot,nearest_neighbors,10,,0.0417976564732781
MNIST_FashionMNIST,nearest_neighbors,1,,0.0768297036772581
MNIST_FashionMNIST,nearest_neighbors,2,,0.0791916595258498
MNIST_FashionMNIST,nearest_neighbors,3,,0.0803341902313625
MNIST_FashionMNIST,nearest_neighbors,4,,0.079637168773659
MNIST_FashionMNIST,nearest_neighbors,5,,0.0796428571428571
MNIST_FashionMNIST,nearest_neighbors,6,,0.0815058218444175
MNIST_FashionMNIST,nearest_neighbors,7,,0.076939562794685
MNIST_FashionMNIST,nearest_neighbors,8,,0.0786597127955991
MNIST_FashionMNIST,nearest_neighbors,9,,0.0794512717919406
MNIST_FashionMNIST,nearest_neighbors,10,,0.0809517004858531
NSCH_autism,nearest_neighbors,1,0.829778491977964,0.0312839452530958
NSCH_autism,nearest_neighbors,2,0.797738795327831,0.0271621034332899
NSCH_autism,nearest_neighbors,3,0.801026548447458,0.0295523685354194
NSCH_autism,nearest_neighbors,4,0.773876353137755,0.0278139939156888
NSCH_autism,nearest_neighbors,5,0.813211743701521,0.0284658843980878
NSCH_autism,nearest_neighbors,6,0.769711017947507,0.0286831812255541
NSCH_autism,nearest_neighbors,7,0.762030749519538,0.0276086956521739
NSCH_autism,nearest_neighbors,8,0.782945930251313,0.0300065231572081
NSCH_autism,nearest_neighbors,9,0.772363454527857,0.0289193302891933
NSCH_autism,nearest_neighbors,10,0.82939397361035,0.0265275059795608
QMNIST,nearest_neighbors,1,,0.0407126800432937
QMNIST,nearest_neighbors,2,,0.0438114276195236
QMNIST,nearest_neighbors,3,,0.0434891277180705
QMNIST,nearest_neighbors,4,,0.0429928345275787
QMNIST,nearest_neighbors,5,,0.0415
QMNIST,nearest_neighbors,6,,0.0429238206367728
QMNIST,nearest_neighbors,7,,0.0404267733600067
QMNIST,nearest_neighbors,8,,0.0426808936312104
QMNIST,nearest_neighbors,9,,0.0414373853593463
QMNIST,nearest_neighbors,10,,0.043191861919453
spam,nearest_neighbors,1,0.966395211930926,0.0909090909090909
spam,nearest_neighbors,2,0.954842648391035,0.0889370932754881
spam,nearest_neighbors,3,0.978730946472882,0.06941431670282
spam,nearest_neighbors,4,0.954694946630431,0.108459869848156
spam,nearest_neighbors,5,0.96859860569538,0.0802603036876356
spam,nearest_neighbors,6,0.964850789124537,0.0804347826086957
spam,nearest_neighbors,7,0.974227212420048,0.0804347826086957
spam,nearest_neighbors,8,0.977065861123256,0.0718954248366013
spam,nearest_neighbors,9,0.975649480415668,0.0764192139737991
spam,nearest_neighbors,10,0.961990407673861,0.0633187772925764
vowel,nearest_neighbors,1,,0
vowel,nearest_neighbors,2,,0.00909090909090909
vowel,nearest_neighbors,3,,0
vowel,nearest_neighbors,4,,0.0101010101010101
vowel,nearest_neighbors,5,,0.0101010101010101
vowel,nearest_neighbors,6,,0.0202020202020202
vowel,nearest_neighbors,7,,0.0101010101010101
vowel,nearest_neighbors,8,,0
vowel,nearest_neighbors,9,,0.0227272727272727
vowel,nearest_neighbors,10,,0.0113636363636364
waveform,nearest_neighbors,1,,0.132530120481928
waveform,nearest_neighbors,2,,0.156626506024096
waveform,nearest_neighbors,3,,0.195121951219512
waveform,nearest_neighbors,4,,0.209876543209877
waveform,nearest_neighbors,5,,0.1625
waveform,nearest_neighbors,6,,0.253164556962025
waveform,nearest_neighbors,7,,0.166666666666667
waveform,nearest_neighbors,8,,0.166666666666667
waveform,nearest_neighbors,9,,0.166666666666667
waveform,nearest_neighbors,10,,0.205128205128205
zipUSPS,nearest_neighbors,1,,0.0565031982942431
zipUSPS,nearest_neighbors,2,,0.0469583778014941
zipUSPS,nearest_neighbors,3,,0.0438502673796792
zipUSPS,nearest_neighbors,4,,0.0352941176470588
zipUSPS,nearest_neighbors,5,,0.041890440386681
zipUSPS,nearest_neighbors,6,,0.0452099031216362
zipUSPS,nearest_neighbors,7,,0.0464362850971922
zipUSPS,nearest_neighbors,8,,0.025974025974026
zipUSPS,nearest_neighbors,9,,0.0401301518438178
zipUSPS,nearest_neighbors,10,,0.0456026058631922
aztrees3,rpart,1,0.949196597353498,0.0184254606365159
aztrees3,rpart,2,0.936547870565996,0.0184254606365159
aztrees3,rpart,3,0.947306238185255,0.0217755443886097
aztrees3,rpart,4,0.939883798509952,0.0217755443886097
aztrees3,rpart,5,0.974557152406417,0.00838926174496644
aztrees3,rpart,6,0.964227159656264,0.0151260504201681
aztrees3,rpart,7,0.957895183175034,0.0168067226890756
aztrees3,rpart,8,0.985526910900045,0.0117647058823529
aztrees3,rpart,9,0.946415927950381,0.0168350168350168
aztrees3,rpart,10,0.943950894140648,0.0118043844856661
aztrees4,rpart,1,0.920990566037736,0.0183946488294314
aztrees4,rpart,2,0.949001109877914,0.0234113712374582
aztrees4,rpart,3,0.97239178690344,0.0133779264214047
aztrees4,rpart,4,0.940481485599911,0.0184254606365159
aztrees4,rpart,5,0.958040886809269,0.0134228187919463
aztrees4,rpart,6,0.965894957033017,0.0117647058823529
aztrees4,rpart,7,0.956538331071913,0.0134453781512605
aztrees4,rpart,8,0.937905349910787,0.0252525252525253
aztrees4,rpart,9,0.97050394415754,0.0168634064080944
aztrees4,rpart,10,0.960277681760571,0.0185810810810811
CanadaFires_all,rpart,1,0.948786168762309,0.065843621399177
CanadaFires_all,rpart,2,0.958599270572145,0.0680412371134021
CanadaFires_all,rpart,3,0.939100372312134,0.0701030927835052
CanadaFires_all,rpart,4,0.937552237671909,0.0721649484536082
CanadaFires_all,rpart,5,0.933272622699386,0.072463768115942
CanadaFires_all,rpart,6,0.934930981595092,0.0848861283643892
CanadaFires_all,rpart,7,0.926534223128257,0.0788381742738589
CanadaFires_all,rpart,8,0.943134171907757,0.0708333333333333
CanadaFires_all,rpart,9,0.939509355834212,0.0605427974947808
CanadaFires_all,rpart,10,0.936931130122271,0.0626304801670146
CanadaFires_downSampled,rpart,1,0.969174892903706,0.08
CanadaFires_downSampled,rpart,2,0.96721922145651,0.0733333333333333
CanadaFires_downSampled,rpart,3,0.980815794375116,0.0466666666666667
CanadaFires_downSampled,rpart,4,0.95194635872602,0.0533333333333333
CanadaFires_downSampled,rpart,5,0.965160075329567,0.0469798657718121
CanadaFires_downSampled,rpart,6,0.9030131826742,0.10738255033557
CanadaFires_downSampled,rpart,7,0.900376647834275,0.100671140939597
CanadaFires_downSampled,rpart,8,0.946610169491525,0.0604026845637584
CanadaFires_downSampled,rpart,9,0.971168582375479,0.0472972972972973
CanadaFires_downSampled,rpart,10,0.944110809763658,0.0748299319727891
CIFAR10,rpart,1,,0.768
CIFAR10,rpart,2,,0.775166666666667
CIFAR10,rpart,3,,0.766
CIFAR10,rpart,4,,0.790666666666667
CIFAR10,rpart,5,,0.781666666666667
CIFAR10,rpart,6,,0.764666666666667
CIFAR10,rpart,7,,0.770666666666667
CIFAR10,rpart,8,,0.7715
CIFAR10,rpart,9,,0.773
CIFAR10,rpart,10,,0.763
EMNIST,rpart,1,,0.350142857142857
EMNIST,rpart,2,,0.349428571428571
EMNIST,rpart,3,,0.311
EMNIST,rpart,4,,0.322
EMNIST,rpart,5,,0.347285714285714
EMNIST,rpart,6,,0.348
EMNIST,rpart,7,,0.355571428571429
EMNIST,rpart,8,,0.317142857142857
EMNIST,rpart,9,,0.347857142857143
EMNIST,rpart,10,,0.331428571428571
FashionMNIST,rpart,1,,0.294428571428571
FashionMNIST,rpart,2,,0.29
FashionMNIST,rpart,3,,0.310857142857143
FashionMNIST,rpart,4,,0.289
FashionMNIST,rpart,5,,0.291
FashionMNIST,rpart,6,,0.305857142857143
FashionMNIST,rpart,7,,0.285285714285714
FashionMNIST,rpart,8,,0.289142857142857
FashionMNIST,rpart,9,,0.290857142857143
FashionMNIST,rpart,10,,0.279
FishSonar_river,rpart,1,0.5,0.240529300835645
FishSonar_river,rpart,2,0.5,0.240531009279877
FishSonar_river,rpart,3,0.5,0.240525614845068
FishSonar_river,rpart,4,0.5,0.240525614845068
FishSonar_river,rpart,5,0.5,0.240522917598926
FishSonar_river,rpart,6,0.5,0.240523771810507
FishSonar_river,rpart,7,0.5,0.240523771810507
FishSonar_river,rpart,8,0.5,0.240523771810507
FishSonar_river,rpart,9,0.5,0.240523771810507
FishSonar_river,rpart,10,0.5,0.240524626028156
KMNIST,rpart,1,,0.505571428571429
KMNIST,rpart,2,,0.511428571428572
KMNIST,rpart,3,,0.506142857142857
KMNIST,rpart,4,,0.497
KMNIST,rpart,5,,0.508285714285714
KMNIST,rpart,6,,0.516285714285714
KMNIST,rpart,7,,0.532285714285714
KMNIST,rpart,8,,0.504285714285714
KMNIST,rpart,9,,0.514
KMNIST,rpart,10,,0.515428571428572
MNIST,rpart,1,,0.366191155492154
MNIST,rpart,2,,0.400313971742543
MNIST,rpart,3,,0.392744930019994
MNIST,rpart,4,,0.404656477646051
MNIST,rpart,5,,0.403
MNIST,rpart,6,,0.388110888825379
MNIST,rpart,7,,0.396970563018005
MNIST,rpart,8,,0.406544727064876
MNIST,rpart,9,,0.403488704603946
MNIST,rpart,10,,0.401029748283753
MNIST_EMNIST,rpart,1,,0.460478400571225
MNIST_EMNIST,rpart,2,,0.464938588974579
MNIST_EMNIST,rpart,3,,0.461868037703513
MNIST_EMNIST,rpart,4,,0.465966716663096
MNIST_EMNIST,rpart,5,,0.465714285714286
MNIST_EMNIST,rpart,6,,0.4744624616044
MNIST_EMNIST,rpart,7,,0.460637233890556
MNIST_EMNIST,rpart,8,,0.465171108094592
MNIST_EMNIST,rpart,9,,0.466061731923407
MNIST_EMNIST,rpart,10,,0.463775364389826
MNIST_EMNIST_rot,rpart,1,,0.401142449125312
MNIST_EMNIST_rot,rpart,2,,0.410239931448158
MNIST_EMNIST_rot,rpart,3,,0.397315052842045
MNIST_EMNIST_rot,rpart,4,,0.414470394971788
MNIST_EMNIST_rot,rpart,5,,0.398785714285714
MNIST_EMNIST_rot,rpart,6,,0.398814201014358
MNIST_EMNIST_rot,rpart,7,,0.4174882126018
MNIST_EMNIST_rot,rpart,8,,0.39751375294706
MNIST_EMNIST_rot,rpart,9,,0.403972563589597
MNIST_EMNIST_rot,rpart,10,,0.402972277793655
MNIST_FashionMNIST,rpart,1,,0.450339164584077
MNIST_FashionMNIST,rpart,2,,0.471579548700371
MNIST_FashionMNIST,rpart,3,,0.47186518137675
MNIST_FashionMNIST,rpart,4,,0.474894650382116
MNIST_FashionMNIST,rpart,5,,0.487428571428572
MNIST_FashionMNIST,rpart,6,,0.485106079005643
MNIST_FashionMNIST,rpart,7,,0.478854122017431
MNIST_FashionMNIST,rpart,8,,0.465885546902908
MNIST_FashionMNIST,rpart,9,,0.469634181194627
MNIST_FashionMNIST,rpart,10,,0.47406401829094
NSCH_autism,rpart,1,0.871644239297329,0.026287203997393
NSCH_autism,rpart,2,0.830966087494296,0.025206431986093
NSCH_autism,rpart,3,0.809734006782182,0.0278139939156888
NSCH_autism,rpart,4,0.795285699068842,0.0269448066058236
NSCH_autism,rpart,5,0.837675933742555,0.0243372446762277
NSCH_autism,rpart,6,0.81471492096197,0.0280312907431552
NSCH_autism,rpart,7,0.832051569506728,0.0258695652173913
NSCH_autism,rpart,8,0.839436880988484,0.025222874537943
NSCH_autism,rpart,9,0.831469980965901,0.0269623831267667
NSCH_autism,rpart,10,0.836814853050295,0.0245705588171342
QMNIST,rpart,1,,0.370410457081009
QMNIST,rpart,2,,0.405214059636848
QMNIST,rpart,3,,0.402232775139549
QMNIST,rpart,4,,0.398183636060657
QMNIST,rpart,5,,0.37725
QMNIST,rpart,6,,0.402150358393066
QMNIST,rpart,7,,0.398432941568726
QMNIST,rpart,8,,0.404551517172391
QMNIST,rpart,9,,0.397782224445556
QMNIST,rpart,10,,0.402651546735596
spam,rpart,1,0.871791601255887,0.114718614718615
spam,rpart,2,0.90995115995116,0.0802603036876356
spam,rpart,3,0.874443656701721,0.130151843817787
spam,rpart,4,0.895968726613888,0.119305856832972
spam,rpart,5,0.901896490606168,0.110629067245119
spam,rpart,6,0.924473751955484,0.0826086956521739
spam,rpart,7,0.89091863205212,0.110869565217391
spam,rpart,8,0.903424221948408,0.106753812636166
spam,rpart,9,0.871452837729816,0.111353711790393
spam,rpart,10,0.886540767386091,0.117903930131004
vowel,rpart,1,,0.381818181818182
vowel,rpart,2,,0.4
vowel,rpart,3,,0.363636363636364
vowel,rpart,4,,0.515151515151515
vowel,rpart,5,,0.373737373737374
vowel,rpart,6,,0.444444444444444
vowel,rpart,7,,0.373737373737374
vowel,rpart,8,,0.393939393939394
vowel,rpart,9,,0.329545454545455
vowel,rpart,10,,0.363636363636364
waveform,rpart,1,,0.253012048192771
waveform,rpart,2,,0.228915662650602
waveform,rpart,3,,0.292682926829268
waveform,rpart,4,,0.259259259259259
waveform,rpart,5,,0.275
waveform,rpart,6,,0.354430379746835
waveform,rpart,7,,0.269230769230769
waveform,rpart,8,,0.269230769230769
waveform,rpart,9,,0.230769230769231
waveform,rpart,10,,0.333333333333333
zipUSPS,rpart,1,,0.260127931769723
zipUSPS,rpart,2,,0.260405549626467
zipUSPS,rpart,3,,0.27807486631016
zipUSPS,rpart,4,,0.275935828877005
zipUSPS,rpart,5,,0.244897959183673
zipUSPS,rpart,6,,0.238966630785791
zipUSPS,rpart,7,,0.257019438444924
zipUSPS,rpart,8,,0.261904761904762
zipUSPS,rpart,9,,0.267895878524946
zipUSPS,rpart,10,,0.259500542888165
aztrees3,xgboost,1,0.999833203602802,0.0016750418760469
aztrees3,xgboost,2,0.999833203602802,0.0033500837520938
aztrees3,xgboost,3,1,0.0016750418760469
aztrees3,xgboost,4,0.999193817413544,0.0117252931323283
aztrees3,xgboost,5,0.999972147950089,0.00167785234899329
aztrees3,xgboost,6,1,0.00672268907563025
aztrees3,xgboost,7,0.999915196743555,0.00504201680672269
aztrees3,xgboost,8,0.996127317955676,0.00672268907563025
aztrees3,xgboost,9,0.998980429918718,0.00673400673400673
aztrees3,xgboost,10,0.999798746478064,0.00505902192242833
aztrees4,xgboost,1,1,0
aztrees4,xgboost,2,1,0.00501672240802676
aztrees4,xgboost,3,1,0
aztrees4,xgboost,4,0.998193039030357,0.0117252931323283
aztrees4,xgboost,5,0.999944295900178,0.00503355704697987
aztrees4,xgboost,6,0.999915196743555,0.00840336134453782
aztrees4,xgboost,7,0.998671415649028,0.00840336134453782
aztrees4,xgboost,8,0.997649324534821,0.00336700336700337
aztrees4,xgboost,9,0.997644855570059,0.00505902192242833
aztrees4,xgboost,10,0.999855974190575,0.00168918918918919
CanadaFires_all,xgboost,1,0.996004393273746,0.0267489711934156
CanadaFires_all,xgboost,2,0.994035407643796,0.0247422680412371
CanadaFires_all,xgboost,3,0.997264645543652,0.0288659793814433
CanadaFires_all,xgboost,4,0.996979712787782,0.022680412371134
CanadaFires_all,xgboost,5,0.997622699386503,0.0186335403726708
CanadaFires_all,xgboost,6,0.994248466257669,0.0372670807453416
CanadaFires_all,xgboost,7,0.996672884974133,0.033195020746888
CanadaFires_all,xgboost,8,0.984160260889821,0.0458333333333333
CanadaFires_all,xgboost,9,0.992655963123559,0.0250521920668058
CanadaFires_all,xgboost,10,0.994452908316731,0.035490605427975
CanadaFires_downSampled,xgboost,1,0.986589681504936,0.0533333333333333
CanadaFires_downSampled,xgboost,2,0.990687278822872,0.04
CanadaFires_downSampled,xgboost,3,0.993108586328925,0.0466666666666667
CanadaFires_downSampled,xgboost,4,0.99273607748184,0.0533333333333333
CanadaFires_downSampled,xgboost,5,0.995856873822975,0.0335570469798658
CanadaFires_downSampled,xgboost,6,0.997363465160075,0.0268456375838926
CanadaFires_downSampled,xgboost,7,0.991148775894539,0.0469798657718121
CanadaFires_downSampled,xgboost,8,0.995103578154426,0.0201342281879195
CanadaFires_downSampled,xgboost,9,0.992528735632184,0.0405405405405405
CanadaFires_downSampled,xgboost,10,0.999031383184812,0.0204081632653061
EMNIST,xgboost,1,,0.0208571428571429
EMNIST,xgboost,2,,0.0195714285714286
EMNIST,xgboost,3,,0.021
EMNIST,xgboost,4,,0.0217142857142857
EMNIST,xgboost,5,,0.0197142857142857
EMNIST,xgboost,6,,0.0212857142857143
EMNIST,xgboost,7,,0.0211428571428571
EMNIST,xgboost,8,,0.0207142857142857
EMNIST,xgboost,9,,0.0221428571428571
EMNIST,xgboost,10,,0.0197142857142857
FashionMNIST,xgboost,1,,0.100571428571429
FashionMNIST,xgboost,2,,0.0998571428571429
FashionMNIST,xgboost,3,,0.0971428571428571
FashionMNIST,xgboost,4,,0.105428571428571
FashionMNIST,xgboost,5,,0.0982857142857143
FashionMNIST,xgboost,6,,0.0954285714285714
FashionMNIST,xgboost,7,,0.0972857142857143
FashionMNIST,xgboost,8,,0.095
FashionMNIST,xgboost,9,,0.102428571428571
FashionMNIST,xgboost,10,,0.0982857142857143
FishSonar_river,xgboost,1,0.801464711560349,0.203630242312104
FishSonar_river,xgboost,2,0.801605281039883,0.203390191670484
FishSonar_river,xgboost,3,0.801262864897825,0.204485483441357
FishSonar_river,xgboost,4,0.800275313227862,0.20538400071029
FishSonar_river,xgboost,5,0.800590918296657,0.203939284166862
FishSonar_river,xgboost,6,0.801226780874253,0.20315868353855
FishSonar_river,xgboost,7,0.801439760865395,0.203819258238538
FishSonar_river,xgboost,8,0.800648478527281,0.203528037134242
FishSonar_river,xgboost,9,0.802494330123759,0.201894357768678
FishSonar_river,xgboost,10,0.802115383228792,0.204945804270311
KMNIST,xgboost,1,,0.053
KMNIST,xgboost,2,,0.0554285714285714
KMNIST,xgboost,3,,0.0571428571428571
KMNIST,xgboost,4,,0.0501428571428571
KMNIST,xgboost,5,,0.0564285714285714
KMNIST,xgboost,6,,0.0484285714285714
KMNIST,xgboost,7,,0.0497142857142857
KMNIST,xgboost,8,,0.0535714285714286
KMNIST,xgboost,9,,0.0534285714285714
KMNIST,xgboost,10,,0.054
MNIST,xgboost,1,,0.0249643366619116
MNIST,xgboost,2,,0.0224061652633081
MNIST,xgboost,3,,0.0234218794630106
MNIST,xgboost,4,,0.022996714755035
MNIST,xgboost,5,,0.022
MNIST,xgboost,6,,0.0255787367819377
MNIST,xgboost,7,,0.0227207773649614
MNIST,xgboost,8,,0.0234352672192055
MNIST,xgboost,9,,0.0241635687732342
MNIST,xgboost,10,,0.0267448512585812
MNIST_EMNIST,xgboost,1,,0.0272045697965013
MNIST_EMNIST,xgboost,2,,0.0283490431305341
MNIST_EMNIST,xgboost,3,,0.0274207369323051
MNIST_EMNIST,xgboost,4,,0.0259981429897864
MNIST_EMNIST,xgboost,5,,0.0272857142857143
MNIST_EMNIST,xgboost,6,,0.0266447603400243
MNIST_EMNIST,xgboost,7,,0.0251464494927847
MNIST_EMNIST,xgboost,8,,0.027791669643495
MNIST_EMNIST,xgboost,9,,0.0248642469276936
MNIST_EMNIST,xgboost,10,,0.0270791654758502
MNIST_EMNIST_rot,xgboost,1,,0.0216351303106034
MNIST_EMNIST_rot,xgboost,2,,0.0213510425592688
NSCH_autism,xgboost,1,0.96349154880774,0.0247664566587009
NSCH_autism,xgboost,2,0.968787013057212,0.0225988700564972
NSCH_autism,xgboost,3,0.971715466271118,0.0228161668839635
NSCH_autism,xgboost,4,0.968022308390605,0.0236853541938288
NSCH_autism,xgboost,5,0.966075570627073,0.0269448066058236
NSCH_autism,xgboost,6,0.963375256955076,0.025206431986093
NSCH_autism,xgboost,7,0.971761691223576,0.0245652173913043
NSCH_autism,xgboost,8,0.970150337129401,0.0228310502283105
NSCH_autism,xgboost,9,0.979062489918378,0.020439225918678
NSCH_autism,xgboost,10,0.971523857147466,0.0213089802130898
QMNIST,xgboost,1,,0.0237282491049871
QMNIST,xgboost,2,,0.0180742961852407
QMNIST,xgboost,3,,0.020994751312172
QMNIST,xgboost,4,,0.0206632227962006
QMNIST,xgboost,5,,0.01875
QMNIST,xgboost,6,,0.0214202367061177
QMNIST,xgboost,7,,0.0185879803284154
QMNIST,xgboost,8,,0.0212570856952317
QMNIST,xgboost,9,,0.0201767550441888
QMNIST,xgboost,10,,0.0213457850412741
spam,xgboost,1,0.992052590266876,0.0454545454545455
spam,xgboost,2,0.996789948402852,0.0281995661605206
spam,xgboost,3,0.990665248729765,0.0477223427331887
spam,xgboost,4,0.982393950135886,0.0563991323210412
spam,xgboost,5,0.988183859151601,0.0455531453362256
spam,xgboost,6,0.983762054694152,0.0521739130434783
spam,xgboost,7,0.99029683756114,0.0521739130434783
spam,xgboost,8,0.990341428514647,0.0348583877995643
spam,xgboost,9,0.987549960031974,0.0502183406113537
spam,xgboost,10,0.987869704236611,0.054585152838428
vowel,xgboost,1,,0.0818181818181818
vowel,xgboost,2,,0.0545454545454545
vowel,xgboost,3,,0.0505050505050505
vowel,xgboost,4,,0.111111111111111
vowel,xgboost,5,,0.0909090909090909
vowel,xgboost,6,,0.0909090909090909
vowel,xgboost,7,,0.0606060606060606
vowel,xgboost,8,,0.131313131313131
vowel,xgboost,9,,0.102272727272727
vowel,xgboost,10,,0.0909090909090909
waveform,xgboost,1,,0.132530120481928
waveform,xgboost,2,,0.204819277108434
waveform,xgboost,3,,0.219512195121951
waveform,xgboost,4,,0.222222222222222
waveform,xgboost,5,,0.2
waveform,xgboost,6,,0.151898734177215
waveform,xgboost,7,,0.128205128205128
waveform,xgboost,8,,0.153846153846154
waveform,xgboost,9,,0.243589743589744
waveform,xgboost,10,,0.243589743589744
zipUSPS,xgboost,1,,0.0383795309168444
zipUSPS,xgboost,2,,0.0405549626467449
zipUSPS,xgboost,3,,0.0374331550802139
zipUSPS,xgboost,4,,0.0363636363636364
zipUSPS,xgboost,5,,0.0440386680988185
zipUSPS,xgboost,6,,0.0344456404736276
zipUSPS,xgboost,7,,0.0431965442764579
zipUSPS,xgboost,8,,0.0335497835497836
zipUSPS,xgboost,9,,0.0368763557483731
zipUSPS,xgboost,10,,0.0325732899022801
