task_id,learner_id,iteration,classif.auc,classif.ce
aztrees3,classif.xgboost,1,0.999499610808406,0.00837520938023451
aztrees3,classif.xgboost,2,0.99980540420327,0.0033500837520938
aztrees3,classif.xgboost,3,0.999972200600467,0.0050251256281407
aztrees3,classif.xgboost,4,0.993022350717224,0.00837520938023451
aztrees3,classif.xgboost,5,0.999944295900178,0.00503355704697987
aztrees3,classif.xgboost,6,0.999010628674808,0.0117647058823529
aztrees3,classif.xgboost,7,0.999265038444143,0.0100840336134454
aztrees3,classif.xgboost,8,1,0.00336134453781513
aztrees3,classif.xgboost,9,1,0.00168350168350168
aztrees3,classif.xgboost,10,0.999942498993732,0.00337268128161889
aztrees3,classif.nearest_neighbors,1,0.985141220949627,0.00837520938023451
aztrees3,classif.nearest_neighbors,2,0.976995996886468,0.00670016750418761
aztrees3,classif.nearest_neighbors,3,0.970588235294118,0.00670016750418761
aztrees3,classif.nearest_neighbors,4,0.962290114533526,0.0100502512562814
aztrees3,classif.nearest_neighbors,5,0.963235294117647,0.00838926174496644
aztrees3,classif.nearest_neighbors,6,0.940298507462687,0.0134453781512605
aztrees3,classif.nearest_neighbors,7,0.970092718227047,0.00672268907563025
aztrees3,classif.nearest_neighbors,8,0.977611940298507,0.00504201680672269
aztrees3,classif.nearest_neighbors,9,0.977611940298507,0.00505050505050505
aztrees3,classif.nearest_neighbors,10,0.992424242424242,0.00168634064080944
aztrees3,classif.cv_glmnet,1,0.977204492382964,0.0284757118927973
aztrees3,classif.cv_glmnet,2,0.9821249861003,0.0268006700167504
aztrees3,classif.cv_glmnet,3,0.98165239630824,0.0184254606365159
aztrees3,classif.cv_glmnet,4,0.982903369287224,0.0201005025125628
aztrees3,classif.cv_glmnet,5,0.970755347593583,0.0536912751677852
aztrees3,classif.cv_glmnet,6,0.980947535052013,0.0252100840336134
aztrees3,classif.cv_glmnet,7,0.965343735866124,0.0336134453781513
aztrees3,classif.cv_glmnet,8,0.988212347354138,0.0117647058823529
aztrees3,classif.cv_glmnet,9,0.974482426576794,0.0269360269360269
aztrees3,classif.cv_glmnet,10,0.988701052268415,0.0219224283305228
aztrees3,classif.rpart,1,0.932225063938619,0.0184254606365159
aztrees3,classif.rpart,2,0.949238296452796,0.0184254606365159
aztrees3,classif.rpart,3,0.942427443567219,0.016750418760469
aztrees3,classif.rpart,4,0.944567997331258,0.0201005025125628
aztrees3,classif.rpart,5,0.974654634581105,0.0100671140939597
aztrees3,classif.rpart,6,0.96455223880597,0.0151260504201681
aztrees3,classif.rpart,7,0.929019674355495,0.0168067226890756
aztrees3,classif.rpart,8,0.952086160108549,0.0100840336134454
aztrees3,classif.rpart,9,0.947831997507718,0.0134680134680135
aztrees3,classif.rpart,10,0.971939508941406,0.015177065767285
aztrees3,classif.featureless,1,0.5,0.113902847571189
aztrees3,classif.featureless,2,0.5,0.113902847571189
aztrees3,classif.featureless,3,0.5,0.113902847571189
aztrees3,classif.featureless,4,0.5,0.113902847571189
aztrees3,classif.featureless,5,0.5,0.114093959731544
aztrees3,classif.featureless,6,0.5,0.112605042016807
aztrees3,classif.featureless,7,0.5,0.112605042016807
aztrees3,classif.featureless,8,0.5,0.112605042016807
aztrees3,classif.featureless,9,0.5,0.112794612794613
aztrees3,classif.featureless,10,0.5,0.111298482293423
aztrees4,classif.xgboost,1,0.999833518312986,0.00501672240802676
aztrees4,classif.xgboost,2,0.999750277469479,0.00334448160535117
aztrees4,classif.xgboost,3,0.999833518312986,0.00668896321070234
aztrees4,classif.xgboost,4,0.998721227621483,0.0033500837520938
aztrees4,classif.xgboost,5,0.99938725490196,0.011744966442953
aztrees4,classif.xgboost,6,0.996325192220715,0.00672268907563025
aztrees4,classif.xgboost,7,0.999717322478517,0.00672268907563025
aztrees4,classif.xgboost,8,0.999688464697386,0.00336700336700337
aztrees4,classif.xgboost,9,0.999971624765904,0.00168634064080944
aztrees4,classif.xgboost,10,0.99971194838115,0.00337837837837838
aztrees4,classif.nearest_neighbors,1,0.992647058823529,0.00167224080267559
aztrees4,classif.nearest_neighbors,2,0.970588235294118,0.00836120401337793
aztrees4,classif.nearest_neighbors,3,0.985294117647059,0.00668896321070234
aztrees4,classif.nearest_neighbors,4,0.992438563327032,0.00670016750418761
aztrees4,classif.nearest_neighbors,5,0.977760138146167,0.00671140939597315
aztrees4,classif.nearest_neighbors,6,0.969923111714157,0.0100840336134454
aztrees4,classif.nearest_neighbors,7,0.970149253731343,0.00840336134453782
aztrees4,classif.nearest_neighbors,8,0.970149253731343,0.00673400673400673
aztrees4,classif.nearest_neighbors,9,0.992494750581692,0.00337268128161889
aztrees4,classif.nearest_neighbors,10,0.9772295195299,0.00506756756756757
aztrees4,classif.cv_glmnet,1,0.967869034406215,0.0501672240802676
aztrees4,classif.cv_glmnet,2,0.981021087680355,0.0183946488294314
aztrees4,classif.cv_glmnet,3,0.98834628190899,0.0250836120401338
aztrees4,classif.cv_glmnet,4,0.980735016123652,0.0251256281407035
aztrees4,classif.cv_glmnet,5,0.967552361853833,0.0436241610738255
aztrees4,classif.cv_glmnet,6,0.963789009497965,0.0453781512605042
aztrees4,classif.cv_glmnet,7,0.967520352781547,0.053781512605042
aztrees4,classif.cv_glmnet,8,0.955025630858988,0.0454545454545455
aztrees4,classif.cv_glmnet,9,0.963424323250667,0.045531197301855
aztrees4,classif.cv_glmnet,10,0.959384721742136,0.0422297297297297
aztrees4,classif.rpart,1,0.971670366259711,0.0150501672240803
aztrees4,classif.rpart,2,0.922946725860156,0.0183946488294314
aztrees4,classif.rpart,3,0.949944506104329,0.0150501672240803
aztrees4,classif.rpart,4,0.96148393194707,0.0134003350083752
aztrees4,classif.rpart,5,0.965324197860962,0.0218120805369128
aztrees4,classif.rpart,6,0.919747851650837,0.0184873949579832
aztrees4,classif.rpart,7,0.968297715965627,0.0151260504201681
aztrees4,classif.rpart,8,0.920034552097199,0.0185185185185185
aztrees4,classif.rpart,9,0.963580387038193,0.00843170320404722
aztrees4,classif.rpart,10,0.940128471022007,0.0185810810810811
aztrees4,classif.featureless,1,0.5,0.11371237458194
aztrees4,classif.featureless,2,0.5,0.11371237458194
aztrees4,classif.featureless,3,0.5,0.11371237458194
aztrees4,classif.featureless,4,0.5,0.113902847571189
aztrees4,classif.featureless,5,0.5,0.114093959731544
aztrees4,classif.featureless,6,0.5,0.112605042016807
aztrees4,classif.featureless,7,0.5,0.112605042016807
aztrees4,classif.featureless,8,0.5,0.112794612794613
aztrees4,classif.featureless,9,0.5,0.112984822934233
aztrees4,classif.featureless,10,0.5,0.111486486486486
CanadaFires_all,classif.xgboost,1,0.998049537948796,0.0205761316872428
CanadaFires_all,classif.xgboost,2,0.994244358331434,0.0371134020618557
CanadaFires_all,classif.xgboost,3,0.996105919003115,0.0288659793814433
CanadaFires_all,classif.xgboost,4,0.99559304004255,0.0288659793814433
CanadaFires_all,classif.xgboost,5,0.995168711656442,0.0227743271221532
CanadaFires_all,classif.xgboost,6,0.996088957055215,0.0269151138716356
CanadaFires_all,classif.xgboost,7,0.99544204473335,0.029045643153527
CanadaFires_all,classif.xgboost,8,0.99427362372855,0.0229166666666667
CanadaFires_all,classif.xgboost,9,0.990214461502402,0.035490605427975
CanadaFires_all,classif.xgboost,10,0.994101332083284,0.022964509394572
CanadaFires_all,classif.nearest_neighbors,1,0.995777154976519,0.0185185185185185
CanadaFires_all,classif.nearest_neighbors,2,0.989011093381962,0.0288659793814433
CanadaFires_all,classif.nearest_neighbors,3,0.993503533166173,0.0268041237113402
CanadaFires_all,classif.nearest_neighbors,4,0.992582250588861,0.0391752577319588
CanadaFires_all,classif.nearest_neighbors,5,0.995897239263804,0.0227743271221532
CanadaFires_all,classif.nearest_neighbors,6,0.992724309815951,0.031055900621118
CanadaFires_all,classif.nearest_neighbors,7,0.993538088735889,0.0477178423236515
CanadaFires_all,classif.nearest_neighbors,8,0.990876620855657,0.0291666666666667
CanadaFires_all,classif.nearest_neighbors,9,0.990653931794211,0.0375782881002088
CanadaFires_all,classif.nearest_neighbors,10,0.990058205398648,0.0271398747390397
CanadaFires_all,classif.cv_glmnet,1,0.988088925920315,0.0555555555555556
CanadaFires_all,classif.cv_glmnet,2,0.978003191246866,0.0701030927835052
CanadaFires_all,classif.cv_glmnet,3,0.983606868778968,0.0536082474226804
CanadaFires_all,classif.cv_glmnet,4,0.98265709292607,0.0494845360824742
CanadaFires_all,classif.cv_glmnet,5,0.988937883435583,0.0600414078674948
CanadaFires_all,classif.cv_glmnet,6,0.981403374233129,0.0662525879917184
CanadaFires_all,classif.cv_glmnet,7,0.983537511779526,0.0601659751037344
CanadaFires_all,classif.cv_glmnet,8,0.986140228278593,0.05625
CanadaFires_all,classif.cv_glmnet,9,0.9826555724833,0.0542797494780793
CanadaFires_all,classif.cv_glmnet,10,0.98974569319114,0.0438413361169102
CanadaFires_all,classif.rpart,1,0.939535676412665,0.0720164609053498
CanadaFires_all,classif.rpart,2,0.932423448066256,0.0783505154639175
CanadaFires_all,classif.rpart,3,0.933240255299749,0.0742268041237113
CanadaFires_all,classif.rpart,4,0.924264873489856,0.0721649484536082
CanadaFires_all,classif.rpart,5,0.951639187116565,0.0579710144927536
CanadaFires_all,classif.rpart,6,0.939369248466258,0.0807453416149068
CanadaFires_all,classif.rpart,7,0.936255937842568,0.0663900414937759
CanadaFires_all,classif.rpart,8,0.940571861169346,0.075
CanadaFires_all,classif.rpart,9,0.934167350287121,0.0709812108559499
CanadaFires_all,classif.rpart,10,0.950183600921911,0.0542797494780793
CanadaFires_all,classif.featureless,1,0.5,0.337448559670782
CanadaFires_all,classif.featureless,2,0.5,0.338144329896907
CanadaFires_all,classif.featureless,3,0.5,0.338144329896907
CanadaFires_all,classif.featureless,4,0.5,0.338144329896907
CanadaFires_all,classif.featureless,5,0.5,0.337474120082816
CanadaFires_all,classif.featureless,6,0.5,0.337474120082816
CanadaFires_all,classif.featureless,7,0.5,0.338174273858921
CanadaFires_all,classif.featureless,8,0.5,0.3375
CanadaFires_all,classif.featureless,9,0.5,0.336116910229645
CanadaFires_all,classif.featureless,10,0.5,0.336116910229645
CanadaFires_downSampled,classif.xgboost,1,0.995529893834978,0.0333333333333333
CanadaFires_downSampled,classif.xgboost,2,0.993853604023096,0.04
CanadaFires_downSampled,classif.xgboost,3,0.991432296517042,0.04
CanadaFires_downSampled,classif.xgboost,4,0.99348109517601,0.0333333333333333
CanadaFires_downSampled,classif.xgboost,5,0.996798493408663,0.0201342281879195
CanadaFires_downSampled,classif.xgboost,6,0.999435028248588,0.0201342281879195
CanadaFires_downSampled,classif.xgboost,7,0.995480225988701,0.0335570469798658
CanadaFires_downSampled,classif.xgboost,8,0.997363465160075,0.0201342281879195
CanadaFires_downSampled,classif.xgboost,9,0.990804597701149,0.0540540540540541
CanadaFires_downSampled,classif.xgboost,10,0.991669895389384,0.0272108843537415
CanadaFires_downSampled,classif.nearest_neighbors,1,0.994039858446638,0.0333333333333333
CanadaFires_downSampled,classif.nearest_neighbors,2,0.990780406034643,0.0466666666666667
CanadaFires_downSampled,classif.nearest_neighbors,3,0.995902402682064,0.0466666666666667
CanadaFires_downSampled,classif.nearest_neighbors,4,0.983143974669398,0.0466666666666667
CanadaFires_downSampled,classif.nearest_neighbors,5,0.996610169491525,0.0268456375838926
CanadaFires_downSampled,classif.nearest_neighbors,6,0.997928436911488,0.0134228187919463
CanadaFires_downSampled,classif.nearest_neighbors,7,0.98954802259887,0.0469798657718121
CanadaFires_downSampled,classif.nearest_neighbors,8,0.997363465160075,0.0335570469798658
CanadaFires_downSampled,classif.nearest_neighbors,9,0.996743295019157,0.0202702702702703
CanadaFires_downSampled,classif.nearest_neighbors,10,0.991573033707865,0.0476190476190476
CanadaFires_downSampled,classif.cv_glmnet,1,0.970385546656733,0.0866666666666667
CanadaFires_downSampled,classif.cv_glmnet,2,0.965170422797542,0.113333333333333
CanadaFires_downSampled,classif.cv_glmnet,3,0.973738126280499,0.12
CanadaFires_downSampled,classif.cv_glmnet,4,0.972993108586329,0.08
CanadaFires_downSampled,classif.cv_glmnet,5,0.973634651600753,0.0805369127516778
CanadaFires_downSampled,classif.cv_glmnet,6,0.979661016949153,0.0738255033557047
CanadaFires_downSampled,classif.cv_glmnet,7,0.986252354048964,0.0671140939597315
CanadaFires_downSampled,classif.cv_glmnet,8,0.985875706214689,0.0671140939597315
CanadaFires_downSampled,classif.cv_glmnet,9,0.968582375478927,0.121621621621622
CanadaFires_downSampled,classif.cv_glmnet,10,0.983533514141805,0.054421768707483
CanadaFires_downSampled,classif.rpart,1,0.957627118644068,0.08
CanadaFires_downSampled,classif.rpart,2,0.932762153101136,0.08
CanadaFires_downSampled,classif.rpart,3,0.963121624138573,0.06
CanadaFires_downSampled,classif.rpart,4,0.947848761408084,0.0666666666666667
CanadaFires_downSampled,classif.rpart,5,0.942467043314501,0.0805369127516778
CanadaFires_downSampled,classif.rpart,6,0.961770244821092,0.0469798657718121
CanadaFires_downSampled,classif.rpart,7,0.959981167608286,0.0536912751677852
CanadaFires_downSampled,classif.rpart,8,0.953107344632768,0.0469798657718121
CanadaFires_downSampled,classif.rpart,9,0.960057471264368,0.0675675675675676
CanadaFires_downSampled,classif.rpart,10,0.981790003874467,0.0340136054421769
CanadaFires_downSampled,classif.featureless,1,0.5,0.393333333333333
CanadaFires_downSampled,classif.featureless,2,0.5,0.393333333333333
CanadaFires_downSampled,classif.featureless,3,0.5,0.393333333333333
CanadaFires_downSampled,classif.featureless,4,0.5,0.393333333333333
CanadaFires_downSampled,classif.featureless,5,0.5,0.395973154362416
CanadaFires_downSampled,classif.featureless,6,0.5,0.395973154362416
CanadaFires_downSampled,classif.featureless,7,0.5,0.395973154362416
CanadaFires_downSampled,classif.featureless,8,0.5,0.395973154362416
