task_id,learner_id,iteration,classif.auc,classif.ce
CanadaFires_downSampled,classif.featureless,9,0.5,0.391891891891892
CanadaFires_downSampled,classif.featureless,10,0.5,0.394557823129252
CIFAR10,classif.nearest_neighbors,6,,0.6395
CIFAR10,classif.nearest_neighbors,8,,0.633333333333333
CIFAR10,classif.nearest_neighbors,9,,0.636666666666667
CIFAR10,classif.cv_glmnet,1,,0.585
CIFAR10,classif.cv_glmnet,2,,0.586
CIFAR10,classif.cv_glmnet,3,,0.59
CIFAR10,classif.cv_glmnet,4,,0.597
CIFAR10,classif.cv_glmnet,5,,0.588166666666667
CIFAR10,classif.cv_glmnet,6,,0.597666666666667
CIFAR10,classif.cv_glmnet,7,,0.585
CIFAR10,classif.cv_glmnet,8,,0.585166666666667
CIFAR10,classif.cv_glmnet,9,,0.586666666666667
CIFAR10,classif.cv_glmnet,10,,0.578666666666667
CIFAR10,classif.rpart,1,,0.784666666666667
CIFAR10,classif.rpart,2,,0.764666666666667
CIFAR10,classif.rpart,3,,0.779666666666667
CIFAR10,classif.rpart,4,,0.773
CIFAR10,classif.rpart,5,,0.774166666666667
CIFAR10,classif.rpart,6,,0.771833333333333
CIFAR10,classif.rpart,7,,0.765166666666667
CIFAR10,classif.rpart,8,,0.773
CIFAR10,classif.rpart,9,,0.786166666666667
CIFAR10,classif.rpart,10,,0.767333333333333
CIFAR10,classif.featureless,1,,0.902166666666667
CIFAR10,classif.featureless,2,,0.897666666666667
CIFAR10,classif.featureless,3,,0.9005
CIFAR10,classif.featureless,4,,0.893166666666667
CIFAR10,classif.featureless,5,,0.897
CIFAR10,classif.featureless,6,,0.904166666666667
CIFAR10,classif.featureless,7,,0.899666666666667
CIFAR10,classif.featureless,8,,0.896833333333333
CIFAR10,classif.featureless,9,,0.9005
CIFAR10,classif.featureless,10,,0.898166666666667
EMNIST,classif.xgboost,1,,0.0227142857142857
EMNIST,classif.xgboost,2,,0.021
EMNIST,classif.xgboost,3,,0.02
EMNIST,classif.xgboost,4,,0.0207142857142857
EMNIST,classif.xgboost,5,,0.0217142857142857
EMNIST,classif.xgboost,6,,0.0178571428571429
EMNIST,classif.xgboost,7,,0.0235714285714286
EMNIST,classif.xgboost,8,,0.0214285714285714
EMNIST,classif.xgboost,9,,0.0242857142857143
EMNIST,classif.xgboost,10,,0.0215714285714286
EMNIST,classif.nearest_neighbors,1,,0.0464285714285714
EMNIST,classif.nearest_neighbors,2,,0.0424285714285714
EMNIST,classif.nearest_neighbors,3,,0.042
EMNIST,classif.nearest_neighbors,4,,0.0427142857142857
EMNIST,classif.nearest_neighbors,5,,0.04
EMNIST,classif.nearest_neighbors,6,,0.0392857142857143
EMNIST,classif.nearest_neighbors,7,,0.0401428571428571
EMNIST,classif.nearest_neighbors,8,,0.0405714285714286
EMNIST,classif.nearest_neighbors,9,,0.0438571428571429
EMNIST,classif.nearest_neighbors,10,,0.0451428571428571
EMNIST,classif.cv_glmnet,1,,0.0665714285714286
EMNIST,classif.cv_glmnet,2,,0.0594285714285714
EMNIST,classif.cv_glmnet,3,,0.0665714285714286
EMNIST,classif.cv_glmnet,4,,0.0694285714285714
EMNIST,classif.cv_glmnet,5,,0.0667142857142857
EMNIST,classif.cv_glmnet,6,,0.0594285714285714
EMNIST,classif.cv_glmnet,7,,0.0644285714285714
EMNIST,classif.cv_glmnet,8,,0.0624285714285714
EMNIST,classif.cv_glmnet,9,,0.0627142857142857
EMNIST,classif.cv_glmnet,10,,0.0587142857142857
EMNIST,classif.rpart,1,,0.345857142857143
EMNIST,classif.rpart,2,,0.312714285714286
EMNIST,classif.rpart,3,,0.355428571428571
EMNIST,classif.rpart,4,,0.317142857142857
EMNIST,classif.rpart,5,,0.331571428571429
EMNIST,classif.rpart,6,,0.342285714285714
EMNIST,classif.rpart,7,,0.345571428571429
EMNIST,classif.rpart,8,,0.317142857142857
EMNIST,classif.rpart,9,,0.347142857142857
EMNIST,classif.rpart,10,,0.322857142857143
EMNIST,classif.featureless,1,,0.904857142857143
EMNIST,classif.featureless,2,,0.900428571428571
EMNIST,classif.featureless,3,,0.895142857142857
EMNIST,classif.featureless,4,,0.901
EMNIST,classif.featureless,5,,0.904714285714286
EMNIST,classif.featureless,6,,0.896714285714286
EMNIST,classif.featureless,7,,0.894857142857143
EMNIST,classif.featureless,8,,0.896285714285714
EMNIST,classif.featureless,9,,0.9
EMNIST,classif.featureless,10,,0.897428571428572
FashionMNIST,classif.nearest_neighbors,1,,0.137142857142857
FashionMNIST,classif.nearest_neighbors,2,,0.134571428571429
FashionMNIST,classif.nearest_neighbors,3,,0.138714285714286
FashionMNIST,classif.nearest_neighbors,4,,0.134142857142857
FashionMNIST,classif.nearest_neighbors,5,,0.138428571428571
FashionMNIST,classif.nearest_neighbors,6,,0.133
FashionMNIST,classif.nearest_neighbors,7,,0.132
FashionMNIST,classif.nearest_neighbors,8,,0.13
FashionMNIST,classif.nearest_neighbors,9,,0.142428571428571
FashionMNIST,classif.nearest_neighbors,10,,0.137571428571429
FashionMNIST,classif.cv_glmnet,1,,0.150714285714286
FashionMNIST,classif.cv_glmnet,2,,0.145
FashionMNIST,classif.cv_glmnet,3,,0.140857142857143
FashionMNIST,classif.cv_glmnet,4,,0.143714285714286
FashionMNIST,classif.cv_glmnet,5,,0.145
FashionMNIST,classif.cv_glmnet,6,,0.141285714285714
FashionMNIST,classif.cv_glmnet,7,,0.145142857142857
FashionMNIST,classif.cv_glmnet,8,,0.134428571428571
FashionMNIST,classif.cv_glmnet,9,,0.150714285714286
FashionMNIST,classif.cv_glmnet,10,,0.147
FashionMNIST,classif.rpart,1,,0.309714285714286
FashionMNIST,classif.rpart,2,,0.288571428571429
FashionMNIST,classif.rpart,3,,0.297
FashionMNIST,classif.rpart,4,,0.307
FashionMNIST,classif.rpart,5,,0.310285714285714
FashionMNIST,classif.rpart,6,,0.283
FashionMNIST,classif.rpart,7,,0.281285714285714
FashionMNIST,classif.rpart,8,,0.298142857142857
FashionMNIST,classif.rpart,9,,0.293571428571429
FashionMNIST,classif.rpart,10,,0.291285714285714
FashionMNIST,classif.featureless,1,,0.902857142857143
FashionMNIST,classif.featureless,2,,0.897714285714286
FashionMNIST,classif.featureless,3,,0.902
FashionMNIST,classif.featureless,4,,0.896571428571429
FashionMNIST,classif.featureless,5,,0.900142857142857
FashionMNIST,classif.featureless,6,,0.895571428571429
FashionMNIST,classif.featureless,7,,0.900571428571429
FashionMNIST,classif.featureless,8,,0.904571428571429
FashionMNIST,classif.featureless,9,,0.902571428571429
FashionMNIST,classif.featureless,10,,0.900285714285714
FishSonar_river,classif.cv_glmnet,1,0.690886790820838,0.246247056776251
FishSonar_river,classif.cv_glmnet,2,0.692016503925298,0.246824136914592
FishSonar_river,classif.cv_glmnet,3,0.690970374137667,0.246733552339519
FishSonar_river,classif.cv_glmnet,4,0.689725316348436,0.246140459912989
FishSonar_river,classif.cv_glmnet,5,0.692619420152604,0.246457414391954
FishSonar_river,classif.cv_glmnet,6,0.692078771301445,0.245666310335153
FishSonar_river,classif.cv_glmnet,7,0.692641602148659,0.246589694324385
FishSonar_river,classif.cv_glmnet,8,0.690625171349148,0.246248752543745
FishSonar_river,classif.cv_glmnet,9,0.690976259840963,0.246287818789444
FishSonar_river,classif.cv_glmnet,10,0.690849165518843,0.246040089213416
FishSonar_river,classif.rpart,1,0.5,0.240529300835645
FishSonar_river,classif.rpart,2,0.5,0.240531009279877
FishSonar_river,classif.rpart,3,0.5,0.240525614845068
FishSonar_river,classif.rpart,4,0.5,0.240525614845068
FishSonar_river,classif.rpart,5,0.5,0.240522917598926
FishSonar_river,classif.rpart,6,0.5,0.240523771810507
FishSonar_river,classif.rpart,7,0.5,0.240523771810507
FishSonar_river,classif.rpart,8,0.5,0.240523771810507
FishSonar_river,classif.rpart,9,0.5,0.240523771810507
FishSonar_river,classif.rpart,10,0.5,0.240524626028156
FishSonar_river,classif.featureless,1,0.5,0.240529300835645
FishSonar_river,classif.featureless,2,0.5,0.240531009279877
FishSonar_river,classif.featureless,3,0.5,0.240525614845068
FishSonar_river,classif.featureless,4,0.5,0.240525614845068
FishSonar_river,classif.featureless,5,0.5,0.240522917598926
FishSonar_river,classif.featureless,6,0.5,0.240523771810507
FishSonar_river,classif.featureless,7,0.5,0.240523771810507
FishSonar_river,classif.featureless,8,0.5,0.240523771810507
FishSonar_river,classif.featureless,9,0.5,0.240523771810507
FishSonar_river,classif.featureless,10,0.5,0.240524626028156
KMNIST,classif.nearest_neighbors,1,,0.0394285714285714
KMNIST,classif.nearest_neighbors,2,,0.0428571428571429
KMNIST,classif.nearest_neighbors,3,,0.0442857142857143
KMNIST,classif.nearest_neighbors,4,,0.0438571428571429
KMNIST,classif.nearest_neighbors,5,,0.0425714285714286
KMNIST,classif.nearest_neighbors,6,,0.0432857142857143
KMNIST,classif.nearest_neighbors,7,,0.0418571428571429
KMNIST,classif.nearest_neighbors,8,,0.0394285714285714
KMNIST,classif.nearest_neighbors,9,,0.0397142857142857
KMNIST,classif.nearest_neighbors,10,,0.0371428571428571
KMNIST,classif.cv_glmnet,1,,0.192
KMNIST,classif.cv_glmnet,2,,0.196714285714286
KMNIST,classif.cv_glmnet,3,,0.196
KMNIST,classif.cv_glmnet,4,,0.196285714285714
KMNIST,classif.cv_glmnet,5,,0.189
KMNIST,classif.cv_glmnet,6,,0.194857142857143
KMNIST,classif.cv_glmnet,7,,0.2
KMNIST,classif.cv_glmnet,8,,0.190857142857143
KMNIST,classif.cv_glmnet,9,,0.191142857142857
KMNIST,classif.cv_glmnet,10,,0.191714285714286
KMNIST,classif.rpart,1,,0.510857142857143
KMNIST,classif.rpart,2,,0.515857142857143
KMNIST,classif.rpart,3,,0.503714285714286
KMNIST,classif.rpart,4,,0.512857142857143
KMNIST,classif.rpart,5,,0.527857142857143
KMNIST,classif.rpart,6,,0.505857142857143
KMNIST,classif.rpart,7,,0.511714285714286
KMNIST,classif.rpart,8,,0.519285714285714
KMNIST,classif.rpart,9,,0.501857142857143
KMNIST,classif.rpart,10,,0.519142857142857
KMNIST,classif.featureless,1,,0.895857142857143
KMNIST,classif.featureless,2,,0.896857142857143
KMNIST,classif.featureless,3,,0.903571428571429
KMNIST,classif.featureless,4,,0.902857142857143
KMNIST,classif.featureless,5,,0.898
KMNIST,classif.featureless,6,,0.904
KMNIST,classif.featureless,7,,0.903
KMNIST,classif.featureless,8,,0.894857142857143
KMNIST,classif.featureless,9,,0.895285714285714
KMNIST,classif.featureless,10,,0.899857142857143
MNIST,classif.xgboost,1,,0.0219686162624822
MNIST,classif.xgboost,2,,0.0254031682603111
MNIST,classif.nearest_neighbors,1,,0.0499286733238231
MNIST,classif.nearest_neighbors,2,,0.0483801912373341
MNIST,classif.nearest_neighbors,3,,0.048271922307912
MNIST,classif.nearest_neighbors,4,,0.0455649192972433
MNIST,classif.nearest_neighbors,5,,0.0465714285714286
MNIST,classif.nearest_neighbors,6,,0.0462989425550157
MNIST,classif.nearest_neighbors,7,,0.0460131466133181
MNIST,classif.nearest_neighbors,8,,0.0482995141468991
MNIST,classif.nearest_neighbors,9,,0.0493279954246497
MNIST,classif.nearest_neighbors,10,,0.0484839816933638
MNIST,classif.cv_glmnet,1,,0.0845934379457917
MNIST,classif.cv_glmnet,2,,0.0837733694876552
MNIST,classif.cv_glmnet,3,,0.0855469865752642
MNIST,classif.cv_glmnet,4,,0.082131124125125
MNIST,classif.cv_glmnet,5,,0.0854285714285714
MNIST,classif.cv_glmnet,6,,0.0848813946841955
MNIST,classif.cv_glmnet,7,,0.0884538439554158
MNIST,classif.cv_glmnet,8,,0.0827379251214633
MNIST,classif.cv_glmnet,9,,0.0880754932799542
MNIST,classif.cv_glmnet,10,,0.0826659038901602
MNIST,classif.rpart,1,,0.397004279600571
MNIST,classif.rpart,2,,0.39731696874554
MNIST,classif.rpart,3,,0.399314481576692
MNIST,classif.rpart,4,,0.390372803885159
MNIST,classif.rpart,5,,0.389714285714286
MNIST,classif.rpart,6,,0.396256073163761
MNIST,classif.rpart,7,,0.36753358102315
MNIST,classif.rpart,8,,0.402686481851958
MNIST,classif.rpart,9,,0.406920217329139
MNIST,classif.rpart,10,,0.40775171624714
MNIST,classif.featureless,1,,0.887446504992867
MNIST,classif.featureless,2,,0.887398315969745
MNIST,classif.featureless,3,,0.887460725506998
MNIST,classif.featureless,4,,0.887444650764177
MNIST,classif.featureless,5,,0.887428571428572
MNIST,classif.featureless,6,,0.887539296941984
MNIST,classif.featureless,7,,0.887539296941984
MNIST,classif.featureless,8,,0.887539296941984
MNIST,classif.featureless,9,,0.887474978553045
MNIST,classif.featureless,10,,0.887442791762014
MNIST_EMNIST,classif.rpart,1,,0.464619778650482
MNIST_EMNIST,classif.rpart,2,,0.466152527849186
MNIST_EMNIST,classif.rpart,3,,0.46558126249643
MNIST_EMNIST,classif.rpart,4,,0.463538318691522
MNIST_EMNIST,classif.rpart,5,,0.462214285714286
MNIST_EMNIST,classif.rpart,6,,0.46460461461533
MNIST_EMNIST,classif.rpart,7,,0.463637662523218
MNIST_EMNIST,classif.rpart,8,,0.465242551975423
MNIST_EMNIST,classif.rpart,9,,0.468276650471563
MNIST_EMNIST,classif.rpart,10,,0.464561303229494
MNIST_EMNIST,classif.featureless,1,,0.893752231345948
MNIST_EMNIST,classif.featureless,2,,0.893744644387318
MNIST_EMNIST,classif.featureless,3,,0.893744644387318
MNIST_EMNIST,classif.featureless,4,,0.893721877008785
MNIST_EMNIST,classif.featureless,5,,0.893714285714286
MNIST_EMNIST,classif.featureless,6,,0.893706693335238
MNIST_EMNIST,classif.featureless,7,,0.89369909987141
MNIST_EMNIST,classif.featureless,8,,0.893762949203401
MNIST_EMNIST,classif.featureless,9,,0.893755358673907
MNIST_EMNIST,classif.featureless,10,,0.893755358673907
MNIST_EMNIST_rot,classif.rpart,1,,0.406854694751874
MNIST_EMNIST_rot,classif.rpart,2,,0.405169951442445
MNIST_EMNIST_rot,classif.rpart,3,,0.413596115395601
MNIST_EMNIST_rot,classif.rpart,4,,0.403114063281194
MNIST_EMNIST_rot,classif.rpart,5,,0.413142857142857
MNIST_EMNIST_rot,classif.rpart,6,,0.400742910207872
MNIST_EMNIST_rot,classif.rpart,7,,0.402557508215459
MNIST_EMNIST_rot,classif.rpart,8,,0.40594413088519
MNIST_EMNIST_rot,classif.rpart,9,,0.417976564732781
MNIST_EMNIST_rot,classif.rpart,10,,0.403901114604173
MNIST_EMNIST_rot,classif.featureless,1,,0.893752231345948
MNIST_EMNIST_rot,classif.featureless,2,,0.893744644387318
MNIST_EMNIST_rot,classif.featureless,3,,0.893744644387318
MNIST_EMNIST_rot,classif.featureless,4,,0.893721877008785
MNIST_EMNIST_rot,classif.featureless,5,,0.893714285714286
MNIST_EMNIST_rot,classif.featureless,6,,0.893706693335238
MNIST_EMNIST_rot,classif.featureless,7,,0.89369909987141
MNIST_EMNIST_rot,classif.featureless,8,,0.893762949203401
MNIST_EMNIST_rot,classif.featureless,9,,0.893755358673907
MNIST_EMNIST_rot,classif.featureless,10,,0.893755358673907
