started,done,repl,algorithm,task_id
2024-04-14T20:06:18.249Z,2024-04-14T20:08:02.593800Z,1,xgboost,aztrees3
2024-04-14T20:06:18.370600Z,2024-04-14T20:08:06.664300Z,2,xgboost,aztrees3
2024-04-14T20:06:18.200200Z,2024-04-14T20:08:04.879600Z,3,xgboost,aztrees3
2024-04-14T20:06:18.219Z,2024-04-14T20:08:04.120200Z,4,xgboost,aztrees3
2024-04-14T20:06:18.484600Z,2024-04-14T20:08:06.386500Z,5,xgboost,aztrees3
2024-04-14T20:06:18.163200Z,2024-04-14T20:08:08.222900Z,6,xgboost,aztrees3
2024-04-14T20:06:18.290700Z,2024-04-14T20:08:07.107100Z,7,xgboost,aztrees3
2024-04-14T20:06:18.438900Z,2024-04-14T20:08:08.546800Z,8,xgboost,aztrees3
2024-04-14T20:06:17.656200Z,2024-04-14T20:08:02.355700Z,9,xgboost,aztrees3
2024-04-14T20:06:18.168700Z,2024-04-14T20:08:07.152800Z,10,xgboost,aztrees3
2024-04-14T20:06:18.221Z,2024-04-14T20:06:31.524800Z,1,nearest_neighbors,aztrees3
2024-04-14T20:06:18.163800Z,2024-04-14T20:06:31.074600Z,2,nearest_neighbors,aztrees3
2024-04-14T20:06:17.558500Z,2024-04-14T20:06:29.259700Z,3,nearest_neighbors,aztrees3
2024-04-14T20:06:17.558500Z,2024-04-14T20:06:29.383400Z,4,nearest_neighbors,aztrees3
2024-04-14T20:06:17.558500Z,2024-04-14T20:06:29.289600Z,5,nearest_neighbors,aztrees3
2024-04-14T20:06:18.662500Z,2024-04-14T20:06:29.750600Z,6,nearest_neighbors,aztrees3
2024-04-14T20:06:18.662500Z,2024-04-14T20:06:29.776100Z,7,nearest_neighbors,aztrees3
2024-04-14T20:06:18.662400Z,2024-04-14T20:06:29.834500Z,8,nearest_neighbors,aztrees3
2024-04-14T20:06:17.545200Z,2024-04-14T20:06:29.096800Z,9,nearest_neighbors,aztrees3
2024-04-14T20:06:17.572400Z,2024-04-14T20:06:29.279300Z,10,nearest_neighbors,aztrees3
2024-04-14T20:06:17.572400Z,2024-04-14T20:06:32.661800Z,1,cv_glmnet,aztrees3
2024-04-14T20:06:17.599200Z,2024-04-14T20:06:31.685400Z,2,cv_glmnet,aztrees3
2024-04-14T20:06:17.599200Z,2024-04-14T20:06:30.514900Z,3,cv_glmnet,aztrees3
2024-04-14T20:06:17.599300Z,2024-04-14T20:06:26.621200Z,4,cv_glmnet,aztrees3
2024-04-14T20:07:17.809400Z,2024-04-14T20:07:40.114800Z,5,cv_glmnet,aztrees3
2024-04-14T20:07:17.814600Z,2024-04-14T20:07:42.948300Z,6,cv_glmnet,aztrees3
2024-04-14T20:07:17.101400Z,2024-04-14T20:07:32.908300Z,7,cv_glmnet,aztrees3
2024-04-14T20:07:17.101400Z,2024-04-14T20:07:28.916800Z,8,cv_glmnet,aztrees3
2024-04-14T20:07:17.101400Z,2024-04-14T20:07:34.574400Z,9,cv_glmnet,aztrees3
2024-04-14T20:07:17.155100Z,2024-04-14T20:07:25.523200Z,10,cv_glmnet,aztrees3
2024-04-14T20:07:17.155200Z,2024-04-14T20:07:17.864100Z,1,rpart,aztrees3
2024-04-14T20:07:17.155100Z,2024-04-14T20:07:17.864600Z,2,rpart,aztrees3
2024-04-14T20:07:17.103200Z,2024-04-14T20:07:17.876700Z,3,rpart,aztrees3
2024-04-14T20:07:17.103200Z,2024-04-14T20:07:17.873400Z,4,rpart,aztrees3
2024-04-14T20:07:17.103200Z,2024-04-14T20:07:17.874500Z,5,rpart,aztrees3
2024-04-14T20:07:17.102200Z,2024-04-14T20:07:17.854Z,6,rpart,aztrees3
2024-04-14T20:07:17.102300Z,2024-04-14T20:07:17.853900Z,7,rpart,aztrees3
2024-04-14T20:07:17.102200Z,2024-04-14T20:07:17.853900Z,8,rpart,aztrees3
2024-04-14T20:07:17.229900Z,2024-04-14T20:07:17.873400Z,9,rpart,aztrees3
2024-04-14T20:07:17.229900Z,2024-04-14T20:07:17.873100Z,10,rpart,aztrees3
2024-04-14T20:07:17.229900Z,2024-04-14T20:07:17.297400Z,1,featureless,aztrees3
2024-04-14T20:07:18.231100Z,2024-04-14T20:07:18.328Z,2,featureless,aztrees3
2024-04-14T20:07:18.231200Z,2024-04-14T20:07:18.328Z,3,featureless,aztrees3
2024-04-14T20:07:18.231100Z,2024-04-14T20:07:18.328Z,4,featureless,aztrees3
2024-04-14T20:07:17.225300Z,2024-04-14T20:07:17.294500Z,5,featureless,aztrees3
2024-04-14T20:07:17.225300Z,2024-04-14T20:07:17.294400Z,6,featureless,aztrees3
2024-04-14T20:07:17.225300Z,2024-04-14T20:07:17.294400Z,7,featureless,aztrees3
2024-04-14T20:07:17.076400Z,2024-04-14T20:07:17.136700Z,8,featureless,aztrees3
2024-04-14T20:08:17.923200Z,2024-04-14T20:08:18.007900Z,9,featureless,aztrees3
2024-04-14T20:08:18.134800Z,2024-04-14T20:08:18.220800Z,10,featureless,aztrees3
2024-04-14T20:08:18.242200Z,2024-04-14T20:10:06.662500Z,1,xgboost,aztrees4
2024-04-14T20:08:18.118700Z,2024-04-14T20:10:05.268Z,2,xgboost,aztrees4
2024-04-14T20:08:17.975Z,2024-04-14T20:10:05.494800Z,3,xgboost,aztrees4
2024-04-14T20:08:17.969300Z,2024-04-14T20:10:05.629300Z,4,xgboost,aztrees4
2024-04-14T20:08:17.969300Z,2024-04-14T20:10:06.724200Z,5,xgboost,aztrees4
2024-04-14T20:08:18.162100Z,2024-04-14T20:10:02.584700Z,6,xgboost,aztrees4
2024-04-14T20:08:17.510900Z,2024-04-14T20:10:04.122700Z,7,xgboost,aztrees4
2024-04-14T20:08:18.012200Z,2024-04-14T20:10:06.143Z,8,xgboost,aztrees4
2024-04-14T20:08:17.919300Z,2024-04-14T20:10:06.467500Z,9,xgboost,aztrees4
2024-04-14T20:08:18.090600Z,2024-04-14T20:10:05.243400Z,10,xgboost,aztrees4
2024-04-14T20:08:17.418500Z,2024-04-14T20:08:28.331900Z,1,nearest_neighbors,aztrees4
2024-04-14T20:08:17.418500Z,2024-04-14T20:08:28.214800Z,2,nearest_neighbors,aztrees4
2024-04-14T20:08:17.418500Z,2024-04-14T20:08:28.366800Z,3,nearest_neighbors,aztrees4
2024-04-14T20:08:17.431600Z,2024-04-14T20:08:28.510800Z,4,nearest_neighbors,aztrees4
2024-04-14T20:08:17.431700Z,2024-04-14T20:08:28.416700Z,5,nearest_neighbors,aztrees4
2024-04-14T20:08:17.431600Z,2024-04-14T20:08:28.475600Z,6,nearest_neighbors,aztrees4
2024-04-14T20:08:17.419700Z,2024-04-14T20:08:28.363500Z,7,nearest_neighbors,aztrees4
2024-04-14T20:08:17.419700Z,2024-04-14T20:08:28.303200Z,8,nearest_neighbors,aztrees4
2024-04-14T20:08:17.419700Z,2024-04-14T20:08:28.431700Z,9,nearest_neighbors,aztrees4
2024-04-14T20:08:17.421400Z,2024-04-14T20:08:28.231Z,10,nearest_neighbors,aztrees4
2024-04-14T20:08:17.421400Z,2024-04-14T20:08:31.050900Z,1,cv_glmnet,aztrees4
2024-04-14T20:08:17.421400Z,2024-04-14T20:08:28.376800Z,2,cv_glmnet,aztrees4
2024-04-14T20:09:19.497800Z,2024-04-14T20:09:31.705200Z,3,cv_glmnet,aztrees4
2024-04-14T20:09:19.497400Z,2024-04-14T20:09:39.532700Z,4,cv_glmnet,aztrees4
2024-04-14T20:09:18.521300Z,2024-04-14T20:09:32.617200Z,5,cv_glmnet,aztrees4
2024-04-14T20:09:18.521200Z,2024-04-14T20:09:35.186700Z,6,cv_glmnet,aztrees4
2024-04-14T20:09:18.521200Z,2024-04-14T20:09:36.468300Z,7,cv_glmnet,aztrees4
2024-04-14T20:09:18.545Z,2024-04-14T20:09:33.075Z,8,cv_glmnet,aztrees4
2024-04-14T20:09:18.545Z,2024-04-14T20:09:32.132300Z,9,cv_glmnet,aztrees4
2024-04-14T20:09:18.545Z,2024-04-14T20:09:32.324400Z,10,cv_glmnet,aztrees4
2024-04-14T20:09:18.544100Z,2024-04-14T20:09:18.652500Z,1,rpart,aztrees4
2024-04-14T20:09:18.544100Z,2024-04-14T20:09:18.652500Z,2,rpart,aztrees4
2024-04-14T20:09:18.544100Z,2024-04-14T20:09:18.652500Z,3,rpart,aztrees4
2024-04-14T20:09:18.494300Z,2024-04-14T20:09:18.634400Z,4,rpart,aztrees4
2024-04-14T20:09:18.494300Z,2024-04-14T20:09:18.634300Z,5,rpart,aztrees4
2024-04-14T20:09:18.494300Z,2024-04-14T20:09:18.634300Z,6,rpart,aztrees4
2024-04-14T20:09:18.565500Z,2024-04-14T20:09:18.680800Z,7,rpart,aztrees4
2024-04-14T20:09:18.565500Z,2024-04-14T20:09:18.678600Z,8,rpart,aztrees4
2024-04-14T20:09:18.565500Z,2024-04-14T20:09:18.678800Z,9,rpart,aztrees4
2024-04-14T20:09:18.468Z,2024-04-14T20:09:18.728Z,10,rpart,aztrees4
2024-04-14T20:09:18.468Z,2024-04-14T20:09:18.532200Z,1,featureless,aztrees4
2024-04-14T20:09:18.467900Z,2024-04-14T20:09:18.532100Z,2,featureless,aztrees4
2024-04-14T20:09:18.503400Z,2024-04-14T20:09:18.571200Z,3,featureless,aztrees4
2024-04-14T20:09:18.503500Z,2024-04-14T20:09:18.571200Z,4,featureless,aztrees4
2024-04-14T20:09:18.503400Z,2024-04-14T20:09:18.571200Z,5,featureless,aztrees4
2024-04-14T20:09:18.385100Z,2024-04-14T20:09:18.446100Z,6,featureless,aztrees4
2024-04-14T20:10:17.957300Z,2024-04-14T20:10:18.046800Z,7,featureless,aztrees4
2024-04-14T20:10:17.953900Z,2024-04-14T20:10:18.041500Z,8,featureless,aztrees4
2024-04-14T20:10:18.188100Z,2024-04-14T20:10:18.274300Z,9,featureless,aztrees4
2024-04-14T20:10:18.278200Z,2024-04-14T20:10:18.368700Z,10,featureless,aztrees4
2024-04-14T20:10:18.315100Z,2024-04-14T20:13:48.508200Z,1,xgboost,CanadaFires_all
2024-04-14T20:10:18.274900Z,2024-04-14T20:13:48.549700Z,2,xgboost,CanadaFires_all
2024-04-14T20:10:18.135500Z,2024-04-14T20:13:47.604400Z,3,xgboost,CanadaFires_all
2024-04-14T20:10:18.277900Z,2024-04-14T20:13:48.920100Z,4,xgboost,CanadaFires_all
2024-04-14T20:10:17.534400Z,2024-04-14T20:13:48.301Z,5,xgboost,CanadaFires_all
2024-04-14T20:10:18.182400Z,2024-04-14T20:13:48.139300Z,6,xgboost,CanadaFires_all
2024-04-14T20:10:18.210800Z,2024-04-14T20:13:48.218Z,7,xgboost,CanadaFires_all
2024-04-14T20:10:18.180Z,2024-04-14T20:13:47.029900Z,8,xgboost,CanadaFires_all
2024-04-14T20:10:17.228500Z,2024-04-14T20:13:07.859700Z,9,xgboost,CanadaFires_all
2024-04-14T20:10:17.228400Z,2024-04-14T20:13:07.637Z,10,xgboost,CanadaFires_all
2024-04-14T20:10:17.228400Z,2024-04-14T20:10:30.210800Z,1,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.245100Z,2024-04-14T20:10:30.595800Z,2,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.245100Z,2024-04-14T20:10:30.613600Z,3,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.245100Z,2024-04-14T20:10:30.687Z,4,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.230800Z,2024-04-14T20:10:30.572Z,5,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.230900Z,2024-04-14T20:10:30.773600Z,6,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.230800Z,2024-04-14T20:10:30.620600Z,7,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.240400Z,2024-04-14T20:10:30.455200Z,8,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.240400Z,2024-04-14T20:10:30.473900Z,9,nearest_neighbors,CanadaFires_all
2024-04-14T20:10:17.240400Z,2024-04-14T20:10:30.405700Z,10,nearest_neighbors,CanadaFires_all
2024-04-14T20:11:18.211300Z,2024-04-14T20:11:36.450900Z,1,cv_glmnet,CanadaFires_all
2024-04-14T20:11:18.096800Z,2024-04-14T20:11:34.955100Z,2,cv_glmnet,CanadaFires_all
2024-04-14T20:11:18.087300Z,2024-04-14T20:11:35.410100Z,3,cv_glmnet,CanadaFires_all
2024-04-14T20:11:18.565500Z,2024-04-14T20:11:37.423700Z,4,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.267900Z,2024-04-14T20:11:30.035600Z,5,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.350100Z,2024-04-14T20:11:29.109600Z,6,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.350Z,2024-04-14T20:11:30.011800Z,7,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.350100Z,2024-04-14T20:11:28.223500Z,8,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.340Z,2024-04-14T20:11:29.229600Z,9,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.340Z,2024-04-14T20:11:29.059100Z,10,cv_glmnet,CanadaFires_all
2024-04-14T20:11:17.340Z,2024-04-14T20:11:17.518500Z,1,rpart,CanadaFires_all
2024-04-14T20:11:17.341400Z,2024-04-14T20:11:17.517500Z,2,rpart,CanadaFires_all
2024-04-14T20:11:17.341400Z,2024-04-14T20:11:17.518Z,3,rpart,CanadaFires_all
2024-04-14T20:11:17.341400Z,2024-04-14T20:11:17.518500Z,4,rpart,CanadaFires_all
2024-04-14T20:11:17.341300Z,2024-04-14T20:11:17.518600Z,5,rpart,CanadaFires_all
2024-04-14T20:11:17.341300Z,2024-04-14T20:11:17.517700Z,6,rpart,CanadaFires_all
2024-04-14T20:11:17.341300Z,2024-04-14T20:11:17.517700Z,7,rpart,CanadaFires_all
2024-04-14T20:11:17.417700Z,2024-04-14T20:11:17.555Z,8,rpart,CanadaFires_all
2024-04-14T20:11:17.417700Z,2024-04-14T20:11:17.554100Z,9,rpart,CanadaFires_all
2024-04-14T20:11:17.417800Z,2024-04-14T20:11:17.555900Z,10,rpart,CanadaFires_all
2024-04-14T20:11:17.339Z,2024-04-14T20:11:17.409300Z,1,featureless,CanadaFires_all
2024-04-14T20:11:17.339100Z,2024-04-14T20:11:17.409300Z,2,featureless,CanadaFires_all
2024-04-14T20:11:17.339100Z,2024-04-14T20:11:17.409300Z,3,featureless,CanadaFires_all
2024-04-14T20:11:17.248200Z,2024-04-14T20:11:17.313300Z,4,featureless,CanadaFires_all
2024-04-14T20:12:18.218Z,2024-04-14T20:12:18.312400Z,5,featureless,CanadaFires_all
2024-04-14T20:12:18.214800Z,2024-04-14T20:12:18.310100Z,6,featureless,CanadaFires_all
2024-04-14T20:12:18.172Z,2024-04-14T20:12:18.269300Z,7,featureless,CanadaFires_all
2024-04-14T20:12:17.924900Z,2024-04-14T20:12:18.017300Z,8,featureless,CanadaFires_all
2024-04-14T20:12:17.063300Z,2024-04-14T20:12:17.129200Z,9,featureless,CanadaFires_all
2024-04-14T20:12:17.222Z,2024-04-14T20:12:17.290400Z,10,featureless,CanadaFires_all
2024-04-14T20:12:17.222Z,2024-04-14T20:13:28.061800Z,1,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.222Z,2024-04-14T20:13:27.371Z,2,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.800600Z,2024-04-14T20:13:28.108900Z,3,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.159300Z,2024-04-14T20:13:27.674800Z,4,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.159300Z,2024-04-14T20:13:27.554900Z,5,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.279400Z,2024-04-14T20:13:27.038500Z,6,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.279300Z,2024-04-14T20:13:26.781Z,7,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.279300Z,2024-04-14T20:13:27.964300Z,8,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.160400Z,2024-04-14T20:13:27.256900Z,9,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.160400Z,2024-04-14T20:13:27.378500Z,10,xgboost,CanadaFires_downSampled
2024-04-14T20:12:17.160400Z,2024-04-14T20:12:23.323Z,1,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.181400Z,2024-04-14T20:12:23.573Z,2,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.181300Z,2024-04-14T20:12:23.549900Z,3,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.181400Z,2024-04-14T20:12:23.563300Z,4,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.202200Z,2024-04-14T20:12:23.589400Z,5,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.202200Z,2024-04-14T20:12:23.580300Z,6,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.202200Z,2024-04-14T20:12:23.592900Z,7,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:12:17.048Z,2024-04-14T20:12:23.237400Z,8,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:13:18.191100Z,2024-04-14T20:13:25.478600Z,9,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:13:18.196Z,2024-04-14T20:13:25.540200Z,10,nearest_neighbors,CanadaFires_downSampled
2024-04-14T20:13:18.271600Z,2024-04-14T20:13:26.579900Z,1,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.408Z,2024-04-14T20:13:22.487900Z,2,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.407900Z,2024-04-14T20:13:22.375200Z,3,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.408Z,2024-04-14T20:13:23.032100Z,4,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.328700Z,2024-04-14T20:13:21.776600Z,5,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.315700Z,2024-04-14T20:13:23.072100Z,6,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.403100Z,2024-04-14T20:13:22.701600Z,7,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.403100Z,2024-04-14T20:13:22.536100Z,8,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.403100Z,2024-04-14T20:13:22.874100Z,9,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.398300Z,2024-04-14T20:13:22.462Z,10,cv_glmnet,CanadaFires_downSampled
2024-04-14T20:13:17.398300Z,2024-04-14T20:13:17.566900Z,1,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.398300Z,2024-04-14T20:13:17.566900Z,2,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.382100Z,2024-04-14T20:13:17.566800Z,3,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.382100Z,2024-04-14T20:13:17.566800Z,4,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.382100Z,2024-04-14T20:13:17.566900Z,5,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.486600Z,2024-04-14T20:13:17.596500Z,6,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.486500Z,2024-04-14T20:13:17.596900Z,7,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.486600Z,2024-04-14T20:13:17.597500Z,8,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.445600Z,2024-04-14T20:13:17.560200Z,9,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.445600Z,2024-04-14T20:13:17.560200Z,10,rpart,CanadaFires_downSampled
2024-04-14T20:13:17.445600Z,2024-04-14T20:13:17.520200Z,1,featureless,CanadaFires_downSampled
2024-04-14T20:13:17.311800Z,2024-04-14T20:13:17.369300Z,2,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.605Z,2024-04-14T20:14:18.685500Z,3,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.662100Z,2024-04-14T20:14:18.742600Z,4,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.858700Z,2024-04-14T20:14:18.942600Z,5,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.707Z,2024-04-14T20:14:18.788100Z,6,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.691100Z,2024-04-14T20:14:18.776400Z,7,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.864800Z,2024-04-14T20:14:18.949900Z,8,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.524600Z,2024-04-14T20:14:18.603400Z,9,featureless,CanadaFires_downSampled
2024-04-14T20:14:18.168700Z,2024-04-14T20:14:18.241700Z,10,featureless,CanadaFires_downSampled
,,1,xgboost,CIFAR10
,,2,xgboost,CIFAR10
,,3,xgboost,CIFAR10
,,4,xgboost,CIFAR10
,,5,xgboost,CIFAR10
,,6,xgboost,CIFAR10
,,7,xgboost,CIFAR10
,,8,xgboost,CIFAR10
,,9,xgboost,CIFAR10
,,10,xgboost,CIFAR10
,,1,nearest_neighbors,CIFAR10
,,2,nearest_neighbors,CIFAR10
,,3,nearest_neighbors,CIFAR10
,,4,nearest_neighbors,CIFAR10
,,5,nearest_neighbors,CIFAR10
2024-04-14T20:14:17.614400Z,2024-04-16T17:33:43.832900Z,6,nearest_neighbors,CIFAR10
,,7,nearest_neighbors,CIFAR10
